frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
9651.68,-13.26,-6.60,-13.34,-6.48,6.51,5.36,-6.75,-0.08,0.08
9748.20,-13.55,-6.90,-13.48,-6.69,6.73,5.48,-6.82,-0.17,-0.07
9845.68,-13.80,-7.22,-13.58,-6.91,6.96,5.61,-6.84,-0.26,-0.22
9944.14,-13.99,-7.56,-13.62,-7.16,7.19,5.73,-6.80,-0.37,-0.37
10043.58,-14.15,-7.91,-13.63,-7.42,7.40,5.85,-6.75,-0.51,-0.52
10144.02,-14.27,-8.21,-13.60,-7.63,7.59,5.97,-6.68,-0.62,-0.67
10245.46,-14.34,-8.51,-13.51,-7.83,7.75,6.09,-6.59,-0.76,-0.83
10347.91,-14.38,-8.81,-13.40,-8.03,7.88,6.21,-6.50,-0.93,-0.98
10451.39,-14.38,-9.11,-13.24,-8.24,7.96,6.32,-6.42,-1.15,-1.14
10555.91,-14.34,-9.42,-13.05,-8.44,8.02,6.44,-6.32,-1.40,-1.29
10661.46,-14.27,-9.73,-12.82,-8.65,8.04,6.55,-6.23,-1.69,-1.45
10768.08,-14.17,-10.04,-12.57,-8.86,8.04,6.66,-6.13,-2.00,-1.60
10875.76,-14.03,-10.35,-12.28,-9.07,8.03,6.77,-6.00,-2.32,-1.75
10984.52,-13.86,-10.66,-11.95,-9.27,8.01,6.88,-5.85,-2.65,-1.91
11094.36,-13.64,-10.97,-11.58,-9.48,8.00,6.99,-5.64,-2.97,-2.06
11205.31,-13.39,-11.29,-11.18,-9.69,8.00,7.10,-5.39,-3.29,-2.21
11317.36,-13.09,-11.61,-10.73,-9.90,8.00,7.20,-5.09,-3.61,-2.36
11430.53,-12.73,-11.93,-10.23,-10.12,8.00,7.31,-4.73,-3.93,-2.50
11544.84,-12.34,-12.25,-9.70,-10.33,8.00,7.41,-4.34,-4.25,-2.64
11660.29,-11.92,-12.58,-9.14,-10.54,8.00,7.51,-3.92,-4.58,-2.78
11776.89,-11.48,-12.90,-8.56,-10.76,8.00,7.62,-3.48,-4.90,-2.92
11894.66,-11.05,-13.23,-8.00,-10.97,8.00,7.72,-3.05,-5.23,-3.05
12013.60,-10.67,-13.56,-7.48,-11.19,8.00,7.82,-2.67,-5.56,-3.19
12133.74,-10.37,-13.89,-7.06,-11.40,8.00,7.92,-2.37,-5.89,-3.31
12255.08,-10.21,-14.22,-6.78,-11.62,8.00,8.02,-2.21,-6.22,-3.43
12377.63,-10.17,-14.56,-6.62,-11.84,8.00,8.11,-2.17,-6.56,-3.55
12501.41,-10.29,-14.90,-6.62,-12.06,8.00,8.21,-2.29,-6.90,-3.67
12626.42,-10.63,-15.23,-6.85,-12.27,8.00,8.31,-2.63,-7.23,-3.78
12752.68,-11.11,-15.58,-7.23,-12.49,8.00,8.40,-3.11,-7.58,-3.88
12880.21,-11.74,-15.92,-7.76,-12.72,8.00,8.50,-3.74,-7.92,-3.98
13009.01,-12.52,-16.26,-8.44,-12.94,8.00,8.59,-4.52,-8.26,-4.08
13139.10,-13.37,-16.61,-9.19,-13.16,8.00,8.68,-5.37,-8.61,-4.18
13270.49,-14.28,-16.96,-10.01,-13.38,8.00,8.77,-6.28,-8.96,-4.27
13403.20,-15.20,-17.31,-10.84,-13.61,8.00,8.86,-7.20,-9.31,-4.36
13537.23,-16.12,-17.66,-11.67,-13.83,8.00,8.95,-8.12,-9.66,-4.45
13672.60,-16.99,-18.02,-12.45,-14.06,8.00,9.04,-8.99,-10.02,-4.54
13809.33,-17.81,-18.37,-13.19,-14.28,8.00,9.13,-9.81,-10.37,-4.62
13947.42,-18.59,-18.73,-13.88,-14.51,8.00,9.22,-10.59,-10.73,-4.71
14086.90,-19.27,-19.09,-14.48,-14.74,8.00,9.30,-11.27,-11.09,-4.79
14227.77,-19.89,-19.45,-15.01,-14.97,8.00,9.39,-11.89,-11.45,-4.88
14370.04,-20.42,-19.81,-15.46,-15.20,8.00,9.47,-12.42,-11.81,-4.96
14513.74,-20.84,-20.18,-15.79,-15.43,8.00,9.55,-12.84,-12.18,-5.05
14658.88,-21.15,-20.55,-16.01,-15.66,8.00,9.63,-13.15,-12.55,-5.14
14805.47,-21.35,-20.92,-16.13,-15.89,8.00,9.71,-13.35,-12.92,-5.22
14953.52,-21.42,-21.29,-16.11,-16.12,8.00,9.79,-13.42,-13.29,-5.31
15103.06,-21.36,-21.66,-15.95,-16.35,8.00,9.87,-13.36,-13.66,-5.41
15254.09,-21.16,-22.03,-15.66,-16.59,8.00,9.94,-13.16,-14.03,-5.50
15406.63,-20.87,-22.41,-15.27,-16.82,8.00,10.01,-12.87,-14.41,-5.60
15560.70,-20.48,-22.79,-14.78,-17.06,8.00,10.08,-12.48,-14.79,-5.70
15716.30,-20.06,-23.17,-14.26,-17.29,8.00,10.15,-12.06,-15.17,-5.80
15873.47,-19.63,-23.55,-13.72,-17.53,8.00,10.22,-11.63,-15.55,-5.91
16032.20,-19.25,-23.94,-13.23,-17.77,8.00,10.29,-11.25,-15.94,-6.02
16192.52,-18.96,-24.32,-12.83,-18.01,8.00,10.35,-10.96,-16.32,-6.13
16354.45,-18.89,-24.71,-12.65,-18.25,8.00,10.41,-10.89,-16.71,-6.24
16517.99,-19.04,-25.10,-12.68,-18.49,8.00,10.47,-11.04,-17.10,-6.36
16683.17,-19.45,-25.49,-12.97,-18.73,8.00,10.52,-11.45,-17.49,-6.48
16850.01,-20.22,-25.89,-13.61,-18.97,8.00,10.57,-12.22,-17.89,-6.61
17018.51,-21.21,-26.28,-14.48,-19.21,8.00,10.62,-13.21,-18.28,-6.73
17188.69,-22.45,-26.68,-15.59,-19.45,8.00,10.66,-14.45,-18.68,-6.86
17360.58,-24.03,-27.08,-17.04,-19.70,8.00,10.70,-16.03,-19.08,-6.99
17534.18,-25.76,-27.48,-18.63,-19.94,8.00,10.74,-17.76,-19.48,-7.13
17709.53,-27.60,-27.88,-20.34,-20.19,8.00,10.77,-19.60,-19.88,-7.26
17886.62,-29.50,-28.29,-22.10,-20.43,8.00,10.79,-21.50,-20.29,-7.40
18065.49,-31.36,-28.69,-23.83,-20.68,8.00,10.81,-23.36,-20.69,-7.53
18246.14,-33.11,-29.10,-25.44,-20.93,8.00,10.83,-25.11,-21.10,-7.67
18428.60,-34.64,-29.51,-26.83,-21.18,8.00,10.83,-26.64,-21.51,-7.81
18612.89,-35.84,-29.93,-27.90,-21.43,8.00,10.83,-27.84,-21.93,-7.94
18799.02,-36.31,-30.34,-28.23,-21.68,8.00,10.82,-28.31,-22.34,-8.08
18987.01,-36.19,-30.76,-27.96,-21.93,8.00,10.80,-28.19,-22.76,-8.23
19176.88,-35.59,-31.17,-27.18,-22.18,8.00,10.76,-27.59,-23.17,-8.41
19368.65,-34.80,-31.59,-26.12,-22.43,8.00,10.72,-26.80,-23.59,-8.68
19562.33,-34.14,-32.02,-25.07,-22.68,8.00,10.66,-26.14,-24.02,-9.07
19757.96,-33.61,-32.44,-24.01,-22.94,8.00,10.60,-25.61,-24.44,-9.60
19955.54,-33.11,-32.87,-22.95,-23.19,8.00,10.54,-25.11,-24.87,-10.16
